,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
10204,2012-11-10 14:00:00,4,0,0,1,22.14,25.76,37,12.998,280,347,627
10205,2012-11-10 15:00:00,4,0,0,1,21.32,25.0,45,12.998,216,351,567
10206,2012-11-10 16:00:00,4,0,0,1,22.14,25.76,37,12.998,227,378,605
10207,2012-11-10 17:00:00,4,0,0,1,20.5,24.24,45,12.998,183,318,501
10208,2012-11-10 18:00:00,4,0,0,1,18.04,21.97,54,8.9981,103,256,359
10209,2012-11-10 19:00:00,4,0,0,1,18.86,22.725,51,6.0032,55,228,283
10210,2012-11-10 20:00:00,4,0,0,1,18.04,21.97,54,12.998,39,153,192
10211,2012-11-10 21:00:00,4,0,0,1,16.4,20.455,66,12.998,51,169,220
10212,2012-11-10 22:00:00,4,0,0,1,15.58,19.695,71,6.0032,39,154,193
10213,2012-11-10 23:00:00,4,0,0,1,14.76,18.18,71,7.0015,26,120,146
10214,2012-11-11 00:00:00,4,0,0,1,13.94,17.425,81,6.0032,14,110,124
10215,2012-11-11 01:00:00,4,0,0,1,13.94,17.425,76,6.0032,26,82,108
10216,2012-11-11 02:00:00,4,0,0,1,13.12,16.665,87,7.0015,12,58,70
10217,2012-11-11 03:00:00,4,0,0,1,13.94,18.18,81,12.998,9,39,48
10218,2012-11-11 04:00:00,4,0,0,1,13.12,16.665,81,7.0015,5,6,11
10219,2012-11-11 05:00:00,4,0,0,1,12.3,15.15,87,8.9981,0,12,12
10220,2012-11-11 06:00:00,4,0,0,1,12.3,15.91,87,6.0032,3,16,19
10221,2012-11-11 07:00:00,4,0,0,1,12.3,15.91,89,6.0032,12,56,68
10222,2012-11-11 08:00:00,4,0,0,1,13.12,16.665,87,7.0015,32,87,119
10223,2012-11-11 09:00:00,4,0,0,1,14.76,18.94,77,12.998,94,179,273
10224,2012-11-11 10:00:00,4,0,0,1,16.4,20.455,69,7.0015,133,272,405
10225,2012-11-11 11:00:00,4,0,0,1,18.86,22.725,59,8.9981,180,324,504
10226,2012-11-11 12:00:00,4,0,0,1,20.5,24.24,48,6.0032,195,390,585
10227,2012-11-11 13:00:00,4,0,0,1,22.14,25.76,45,7.0015,262,424,686
10228,2012-11-11 14:00:00,4,0,0,1,24.6,31.06,33,11.0014,292,362,654
10229,2012-11-11 15:00:00,4,0,0,1,22.96,26.515,37,15.0013,304,420,724
10230,2012-11-11 16:00:00,4,0,0,1,22.14,25.76,42,15.0013,260,393,653
10231,2012-11-11 17:00:00,4,0,0,1,22.14,25.76,45,11.0014,151,342,493
10232,2012-11-11 18:00:00,4,0,0,1,21.32,25.0,45,8.9981,102,303,405
10233,2012-11-11 19:00:00,4,0,0,1,19.68,23.485,55,8.9981,69,208,277
10234,2012-11-11 20:00:00,4,0,0,1,18.04,21.97,62,11.0014,54,146,200
10235,2012-11-11 21:00:00,4,0,0,1,18.04,21.97,67,15.0013,44,127,171
10236,2012-11-11 22:00:00,4,0,0,1,17.22,21.21,71,12.998,21,113,134
10237,2012-11-11 23:00:00,4,0,0,1,17.22,21.21,71,12.998,16,93,109
10238,2012-11-12 00:00:00,4,1,0,1,17.22,21.21,71,7.0015,6,43,49
10239,2012-11-12 01:00:00,4,1,0,1,16.4,20.455,76,11.0014,4,26,30
10240,2012-11-12 02:00:00,4,1,0,1,16.4,20.455,76,8.9981,6,14,20
10241,2012-11-12 03:00:00,4,1,0,1,16.4,20.455,76,8.9981,1,3,4
10242,2012-11-12 04:00:00,4,1,0,1,16.4,20.455,76,6.0032,1,3,4
10243,2012-11-12 05:00:00,4,1,0,1,15.58,19.695,87,12.998,1,23,24
10244,2012-11-12 06:00:00,4,1,0,1,15.58,19.695,87,7.0015,7,64,71
10245,2012-11-12 07:00:00,4,1,0,1,16.4,20.455,87,12.998,16,248,264
10246,2012-11-12 08:00:00,4,1,0,1,17.22,21.21,82,11.0014,50,490,540
10247,2012-11-12 09:00:00,4,1,0,1,18.04,21.97,88,7.0015,60,337,397
10248,2012-11-12 10:00:00,4,1,0,1,19.68,23.485,77,11.0014,82,184,266
10249,2012-11-12 11:00:00,4,1,0,1,21.32,25.0,72,11.0014,112,255,367
10250,2012-11-12 12:00:00,4,1,0,1,22.96,26.515,64,15.0013,105,314,419
10251,2012-11-12 13:00:00,4,1,0,1,24.6,30.305,60,15.0013,108,312,420
10252,2012-11-12 14:00:00,4,1,0,1,23.78,27.275,60,19.0012,134,310,444
10253,2012-11-12 15:00:00,4,1,0,1,22.96,26.515,64,16.9979,102,280,382
10254,2012-11-12 16:00:00,4,1,0,1,22.96,26.515,64,11.0014,87,347,434
10255,2012-11-12 17:00:00,4,1,0,1,22.96,26.515,64,19.0012,66,530,596
10256,2012-11-12 18:00:00,4,1,0,1,21.32,25.0,72,8.9981,65,486,551
10257,2012-11-12 19:00:00,4,1,0,1,22.14,25.76,73,19.0012,30,323,353
10258,2012-11-12 20:00:00,4,1,0,2,21.32,25.0,77,19.0012,31,273,304
10259,2012-11-12 21:00:00,4,1,0,3,22.14,25.76,73,15.0013,10,145,155
10260,2012-11-12 22:00:00,4,1,0,1,21.32,25.0,77,16.9979,12,100,112
10261,2012-11-12 23:00:00,4,1,0,2,22.14,25.76,77,15.0013,1,62,63
10262,2012-11-13 00:00:00,4,0,1,2,21.32,25.0,83,19.0012,5,18,23
10263,2012-11-13 01:00:00,4,0,1,3,18.04,21.97,88,43.0006,0,5,5
10264,2012-11-13 02:00:00,4,0,1,3,14.76,15.91,87,30.0026,7,4,11
10265,2012-11-13 03:00:00,4,0,1,3,14.76,16.665,87,23.9994,2,3,5
10266,2012-11-13 04:00:00,4,0,1,2,14.76,16.665,81,26.0027,0,9,9
10267,2012-11-13 05:00:00,4,0,1,2,13.94,15.91,87,19.0012,0,18,18
10268,2012-11-13 06:00:00,4,0,1,3,13.12,14.395,81,31.0009,2,48,50
10269,2012-11-13 07:00:00,4,0,1,3,13.12,15.15,87,16.9979,1,106,107
10270,2012-11-13 08:00:00,4,0,1,3,13.12,15.15,87,16.9979,4,207,211
10271,2012-11-13 09:00:00,4,0,1,3,13.12,15.15,81,22.0028,1,109,110
10272,2012-11-13 10:00:00,4,0,1,3,12.3,13.635,75,26.0027,10,84,94
10273,2012-11-13 11:00:00,4,0,1,1,13.12,15.15,70,16.9979,22,133,155
10274,2012-11-13 12:00:00,4,0,1,1,13.94,15.91,61,19.0012,16,180,196
10275,2012-11-13 13:00:00,4,0,1,1,13.94,15.91,53,16.9979,30,188,218
10276,2012-11-13 14:00:00,4,0,1,1,15.58,19.695,46,26.0027,34,169,203
10277,2012-11-13 15:00:00,4,0,1,1,16.4,20.455,40,19.9995,33,184,217
10278,2012-11-13 16:00:00,4,0,1,1,15.58,19.695,40,19.9995,28,282,310
10279,2012-11-13 17:00:00,4,0,1,1,13.94,15.15,49,23.9994,33,575,608
10280,2012-11-13 18:00:00,4,0,1,1,13.94,15.91,49,19.0012,45,514,559
10281,2012-11-13 19:00:00,4,0,1,1,13.12,14.395,49,23.9994,12,344,356
10282,2012-11-13 20:00:00,4,0,1,1,12.3,13.635,49,23.9994,12,211,223
10283,2012-11-13 21:00:00,4,0,1,1,12.3,13.635,49,23.9994,9,178,187
10284,2012-11-13 22:00:00,4,0,1,1,10.66,11.365,56,22.0028,15,120,135
10285,2012-11-13 23:00:00,4,0,1,1,10.66,11.365,56,19.9995,6,78,84
10286,2012-11-14 00:00:00,4,0,1,1,10.66,12.12,56,19.0012,4,20,24
10287,2012-11-14 01:00:00,4,0,1,1,9.84,10.605,60,19.9995,2,10,12
10288,2012-11-14 02:00:00,4,0,1,1,9.84,10.605,60,19.9995,0,1,1
10289,2012-11-14 03:00:00,4,0,1,1,9.84,11.365,65,15.0013,0,5,5
10290,2012-11-14 04:00:00,4,0,1,1,9.02,11.365,69,12.998,0,6,6
10291,2012-11-14 05:00:00,4,0,1,1,9.02,11.365,69,12.998,0,39,39
10292,2012-11-14 06:00:00,4,0,1,1,9.84,11.365,65,12.998,4,142,146
10293,2012-11-14 07:00:00,4,0,1,1,9.84,10.605,65,19.0012,10,405,415
10294,2012-11-14 08:00:00,4,0,1,1,11.48,12.88,56,19.9995,27,664,691
10295,2012-11-14 09:00:00,4,0,1,1,12.3,13.635,52,26.0027,22,310,332
10296,2012-11-14 10:00:00,4,0,1,1,13.12,14.395,45,23.9994,18,153,171
10297,2012-11-14 11:00:00,4,0,1,1,13.12,15.15,49,16.9979,25,126,151
10298,2012-11-14 12:00:00,4,0,1,1,13.94,16.665,46,12.998,40,200,240
10299,2012-11-14 13:00:00,4,0,1,1,14.76,16.665,43,16.9979,32,182,214
10300,2012-11-14 14:00:00,4,0,1,1,14.76,17.425,43,8.9981,20,161,181
10301,2012-11-14 15:00:00,4,0,1,1,14.76,16.665,43,19.0012,32,228,260
10302,2012-11-14 16:00:00,4,0,1,1,13.94,17.425,46,7.0015,31,290,321
10303,2012-11-14 17:00:00,4,0,1,1,13.12,15.91,49,12.998,19,564,583
10304,2012-11-14 18:00:00,4,0,1,1,13.12,15.91,53,11.0014,24,543,567
10305,2012-11-14 19:00:00,4,0,1,1,12.3,15.15,52,11.0014,28,368,396
10306,2012-11-14 20:00:00,4,0,1,1,12.3,15.91,52,6.0032,15,252,267
10307,2012-11-14 21:00:00,4,0,1,1,12.3,16.665,56,12.998,5,208,213
10308,2012-11-14 22:00:00,4,0,1,1,11.48,15.91,61,12.998,6,167,173
10309,2012-11-14 23:00:00,4,0,1,1,9.84,12.12,70,8.9981,9,78,87
10310,2012-11-15 00:00:00,4,0,1,2,10.66,15.15,65,12.998,1,33,34
10311,2012-11-15 01:00:00,4,0,1,2,10.66,13.635,65,7.0015,2,14,16
10312,2012-11-15 02:00:00,4,0,1,2,10.66,12.88,70,11.0014,0,7,7
10313,2012-11-15 03:00:00,4,0,1,2,10.66,14.395,70,6.0032,0,2,2
10314,2012-11-15 04:00:00,4,0,1,2,11.48,14.395,65,8.9981,0,5,5
10315,2012-11-15 05:00:00,4,0,1,2,12.3,14.395,61,15.0013,3,34,37
10316,2012-11-15 06:00:00,4,0,1,2,12.3,14.395,65,16.9979,1,146,147
10317,2012-11-15 07:00:00,4,0,1,2,12.3,14.395,65,12.998,7,403,410
10318,2012-11-15 08:00:00,4,0,1,2,12.3,14.395,61,15.0013,21,625,646
10319,2012-11-15 09:00:00,4,0,1,2,13.12,15.91,61,12.998,17,306,323
10320,2012-11-15 10:00:00,4,0,1,2,13.12,16.665,66,8.9981,11,142,153
10321,2012-11-15 11:00:00,4,0,1,2,13.94,16.665,61,8.9981,28,138,166
10322,2012-11-15 12:00:00,4,0,1,2,14.76,18.18,62,7.0015,29,184,213
10323,2012-11-15 13:00:00,4,0,1,2,15.58,19.695,54,7.0015,20,197,217
10324,2012-11-15 14:00:00,4,0,1,2,15.58,19.695,54,11.0014,27,174,201
10325,2012-11-15 15:00:00,4,0,1,2,15.58,19.695,58,11.0014,26,191,217
10326,2012-11-15 16:00:00,4,0,1,2,14.76,17.425,57,12.998,24,318,342
10327,2012-11-15 17:00:00,4,0,1,2,14.76,17.425,57,15.0013,22,541,563
10328,2012-11-15 18:00:00,4,0,1,2,14.76,17.425,57,12.998,10,563,573
10329,2012-11-15 19:00:00,4,0,1,2,13.94,16.665,61,8.9981,11,375,386
10330,2012-11-15 20:00:00,4,0,1,1,13.94,17.425,61,7.0015,23,262,285
10331,2012-11-15 21:00:00,4,0,1,2,13.12,16.665,66,7.0015,20,204,224
10332,2012-11-15 22:00:00,4,0,1,2,13.12,15.91,66,11.0014,10,143,153
10333,2012-11-15 23:00:00,4,0,1,2,13.12,15.91,61,11.0014,7,118,125
10334,2012-11-16 00:00:00,4,0,1,2,13.12,16.665,66,7.0015,7,58,65
10335,2012-11-16 01:00:00,4,0,1,2,12.3,15.91,65,6.0032,5,16,21
10336,2012-11-16 02:00:00,4,0,1,2,12.3,15.15,70,11.0014,0,9,9
10337,2012-11-16 03:00:00,4,0,1,2,12.3,15.15,65,8.9981,0,6,6
10338,2012-11-16 04:00:00,4,0,1,2,12.3,15.91,65,7.0015,0,5,5
10339,2012-11-16 05:00:00,4,0,1,2,12.3,15.91,65,6.0032,2,34,36
10340,2012-11-16 06:00:00,4,0,1,2,12.3,15.91,61,6.0032,4,126,130
10341,2012-11-16 07:00:00,4,0,1,2,12.3,15.15,61,11.0014,5,362,367
10342,2012-11-16 08:00:00,4,0,1,2,13.12,16.665,57,8.9981,17,694,711
10343,2012-11-16 09:00:00,4,0,1,1,13.94,17.425,53,7.0015,21,330,351
10344,2012-11-16 10:00:00,4,0,1,1,13.94,16.665,53,12.998,33,165,198
10345,2012-11-16 11:00:00,4,0,1,1,15.58,19.695,43,15.0013,33,185,218
10346,2012-11-16 12:00:00,4,0,1,1,16.4,20.455,43,19.0012,28,262,290
10347,2012-11-16 13:00:00,4,0,1,1,17.22,21.21,38,12.998,52,226,278
10348,2012-11-16 14:00:00,4,0,1,1,17.22,21.21,35,7.0015,47,204,251
10349,2012-11-16 15:00:00,4,0,1,1,17.22,21.21,38,8.9981,30,237,267
10350,2012-11-16 16:00:00,4,0,1,1,17.22,21.21,35,19.0012,33,350,383
10351,2012-11-16 17:00:00,4,0,1,1,14.76,17.425,46,12.998,41,539,580
10352,2012-11-16 18:00:00,4,0,1,1,13.94,16.665,53,11.0014,22,483,505
10353,2012-11-16 19:00:00,4,0,1,1,14.76,17.425,46,15.0013,26,306,332
10354,2012-11-16 20:00:00,4,0,1,1,14.76,16.665,46,16.9979,20,207,227
10355,2012-11-16 21:00:00,4,0,1,1,13.94,16.665,49,12.998,21,157,178
10356,2012-11-16 22:00:00,4,0,1,1,13.12,15.15,53,16.9979,23,139,162
10357,2012-11-16 23:00:00,4,0,1,1,13.12,15.15,53,15.0013,14,114,128
10358,2012-11-17 00:00:00,4,0,0,1,12.3,15.15,52,11.0014,11,95,106
10359,2012-11-17 01:00:00,4,0,0,1,10.66,12.88,60,12.998,13,74,87
10360,2012-11-17 02:00:00,4,0,0,1,10.66,12.88,65,12.998,8,41,49
10361,2012-11-17 03:00:00,4,0,0,1,10.66,12.88,65,12.998,2,19,21
10362,2012-11-17 04:00:00,4,0,0,1,9.84,11.365,70,12.998,1,6,7
10363,2012-11-17 05:00:00,4,0,0,1,9.84,12.12,70,11.0014,1,10,11
10364,2012-11-17 06:00:00,4,0,0,1,9.84,11.365,70,15.0013,0,21,21
10365,2012-11-17 07:00:00,4,0,0,1,9.84,11.365,70,12.998,8,70,78
10366,2012-11-17 08:00:00,4,0,0,1,10.66,12.88,65,15.0013,30,138,168
10367,2012-11-17 09:00:00,4,0,0,1,13.94,15.91,49,15.0013,48,200,248
10368,2012-11-17 10:00:00,4,0,0,1,14.76,16.665,46,16.9979,62,258,320
10369,2012-11-17 11:00:00,4,0,0,1,15.58,19.695,43,12.998,80,343,423
10370,2012-11-17 12:00:00,4,0,0,1,16.4,20.455,40,11.0014,117,359,476
10371,2012-11-17 13:00:00,4,0,0,1,17.22,21.21,38,16.9979,179,346,525
10372,2012-11-17 14:00:00,4,0,0,1,17.22,21.21,38,12.998,175,380,555
10373,2012-11-17 15:00:00,4,0,0,1,17.22,21.21,35,19.9995,175,374,549
10374,2012-11-17 16:00:00,4,0,0,1,16.4,20.455,40,15.0013,144,325,469
10375,2012-11-17 17:00:00,4,0,0,1,15.58,19.695,40,11.0014,101,302,403
10376,2012-11-17 18:00:00,4,0,0,1,14.76,18.18,50,7.0015,34,237,271
10377,2012-11-17 19:00:00,4,0,0,1,13.94,17.425,53,6.0032,45,208,253
10378,2012-11-17 20:00:00,4,0,0,2,13.94,17.425,66,6.0032,30,142,172
10379,2012-11-17 21:00:00,4,0,0,2,13.12,16.665,57,7.0015,15,124,139
10380,2012-11-17 22:00:00,4,0,0,2,13.12,16.665,57,7.0015,15,130,145
10381,2012-11-17 23:00:00,4,0,0,2,12.3,15.91,70,7.0015,19,114,133
10382,2012-11-18 00:00:00,4,0,0,2,12.3,15.15,70,11.0014,11,118,129
10383,2012-11-18 01:00:00,4,0,0,1,12.3,14.395,70,12.998,14,81,95
10384,2012-11-18 02:00:00,4,0,0,1,11.48,14.395,81,7.0015,8,65,73
10385,2012-11-18 03:00:00,4,0,0,2,12.3,15.15,81,11.0014,9,37,46
10386,2012-11-18 04:00:00,4,0,0,2,12.3,14.395,81,12.998,4,8,12
10387,2012-11-18 05:00:00,4,0,0,1,11.48,14.395,81,8.9981,5,7,12
10388,2012-11-18 06:00:00,4,0,0,1,11.48,13.635,81,11.0014,2,13,15
10389,2012-11-18 07:00:00,4,0,0,1,11.48,13.635,81,12.998,3,39,42
10390,2012-11-18 08:00:00,4,0,0,1,12.3,14.395,75,16.9979,19,100,119
10391,2012-11-18 09:00:00,4,0,0,1,13.12,15.15,70,16.9979,49,155,204
10392,2012-11-18 10:00:00,4,0,0,1,13.94,15.15,66,19.9995,79,250,329
10393,2012-11-18 11:00:00,4,0,0,1,15.58,19.695,62,19.0012,92,267,359
10394,2012-11-18 12:00:00,4,0,0,1,16.4,20.455,62,19.0012,101,341,442
10395,2012-11-18 13:00:00,4,0,0,1,16.4,20.455,62,22.0028,113,334,447
10396,2012-11-18 14:00:00,4,0,0,1,16.4,20.455,62,19.9995,125,303,428
10397,2012-11-18 15:00:00,4,0,0,1,17.22,21.21,54,19.0012,89,318,407
10398,2012-11-18 16:00:00,4,0,0,2,16.4,20.455,62,22.0028,59,313,372
10399,2012-11-18 17:00:00,4,0,0,2,15.58,19.695,66,16.9979,48,232,280
10400,2012-11-18 18:00:00,4,0,0,1,14.76,17.425,66,15.0013,36,240,276
10401,2012-11-18 19:00:00,4,0,0,1,14.76,17.425,66,11.0014,16,194,210
10402,2012-11-18 20:00:00,4,0,0,1,14.76,17.425,66,11.0014,9,120,129
10403,2012-11-18 21:00:00,4,0,0,1,14.76,16.665,66,16.9979,17,93,110
10404,2012-11-18 22:00:00,4,0,0,2,14.76,16.665,66,16.9979,8,66,74
10405,2012-11-18 23:00:00,4,0,0,1,14.76,17.425,66,15.0013,6,53,59
10406,2012-11-19 00:00:00,4,0,1,1,14.76,17.425,66,15.0013,5,22,27
10407,2012-11-19 01:00:00,4,0,1,2,14.76,17.425,66,15.0013,0,19,19
10408,2012-11-19 02:00:00,4,0,1,2,14.76,16.665,66,16.9979,0,5,5
10409,2012-11-19 03:00:00,4,0,1,2,14.76,17.425,66,15.0013,0,2,2
10410,2012-11-19 04:00:00,4,0,1,2,14.76,17.425,66,15.0013,1,11,12
10411,2012-11-19 05:00:00,4,0,1,2,14.76,17.425,66,15.0013,1,38,39
10412,2012-11-19 06:00:00,4,0,1,2,14.76,16.665,66,16.9979,3,128,131
10413,2012-11-19 07:00:00,4,0,1,2,14.76,16.665,66,19.9995,5,381,386
10414,2012-11-19 08:00:00,4,0,1,2,14.76,16.665,66,19.9995,13,650,663
10415,2012-11-19 09:00:00,4,0,1,2,14.76,16.665,66,16.9979,18,260,278
10416,2012-11-19 10:00:00,4,0,1,2,14.76,16.665,66,16.9979,33,106,139
10417,2012-11-19 11:00:00,4,0,1,2,15.58,19.695,66,16.9979,33,164,197
10418,2012-11-19 12:00:00,4,0,1,2,16.4,20.455,62,19.0012,35,207,242
10419,2012-11-19 13:00:00,4,0,1,1,18.04,21.97,54,16.9979,46,205,251
10420,2012-11-19 14:00:00,4,0,1,1,18.04,21.97,54,16.9979,47,170,217
10421,2012-11-19 15:00:00,4,0,1,1,18.04,21.97,54,12.998,44,213,257
10422,2012-11-19 16:00:00,4,0,1,1,17.22,21.21,58,16.9979,55,325,380
10423,2012-11-19 17:00:00,4,0,1,2,17.22,21.21,58,12.998,33,586,619
10424,2012-11-19 18:00:00,4,0,1,2,16.4,20.455,58,16.9979,21,559,580
10425,2012-11-19 19:00:00,4,0,1,2,16.4,20.455,58,19.0012,25,381,406
10426,2012-11-19 20:00:00,4,0,1,2,15.58,19.695,62,16.9979,7,252,259
10427,2012-11-19 21:00:00,4,0,1,2,15.58,19.695,54,15.0013,15,188,203
10428,2012-11-19 22:00:00,4,0,1,1,13.94,17.425,66,7.0015,7,106,113
10429,2012-11-19 23:00:00,4,0,1,1,13.94,17.425,66,7.0015,2,72,74
10430,2012-12-01 00:00:00,4,0,0,1,10.66,15.15,81,12.998,9,99,108
10431,2012-12-01 01:00:00,4,0,0,1,10.66,15.15,81,12.998,5,64,69
10432,2012-12-01 02:00:00,4,0,0,2,10.66,15.15,81,12.998,3,47,50
10433,2012-12-01 03:00:00,4,0,0,2,10.66,13.635,81,8.9981,1,14,15
10434,2012-12-01 04:00:00,4,0,0,1,10.66,14.395,81,6.0032,0,5,5
10435,2012-12-01 05:00:00,4,0,0,1,9.84,12.88,87,6.0032,1,12,13
10436,2012-12-01 06:00:00,4,0,0,1,9.84,12.12,87,8.9981,7,20,27
10437,2012-12-01 07:00:00,4,0,0,2,9.84,12.12,87,8.9981,7,56,63
10438,2012-12-01 08:00:00,4,0,0,2,9.84,12.12,87,8.9981,11,133,144
10439,2012-12-01 09:00:00,4,0,0,2,10.66,12.12,93,16.9979,34,159,193
10440,2012-12-01 10:00:00,4,0,0,2,11.48,13.635,89,11.0014,45,211,256
10441,2012-12-01 11:00:00,4,0,0,2,13.12,16.665,76,7.0015,74,318,392
10442,2012-12-01 12:00:00,4,0,0,2,13.12,16.665,81,6.0032,119,327,446
10443,2012-12-01 13:00:00,4,0,0,2,13.94,18.18,76,12.998,123,386,509
10444,2012-12-01 14:00:00,4,0,0,2,14.76,18.94,71,12.998,110,369,479
10445,2012-12-01 15:00:00,4,0,0,2,16.4,20.455,62,12.998,113,371,484
10446,2012-12-01 16:00:00,4,0,0,2,15.58,19.695,66,12.998,89,354,443
10447,2012-12-01 17:00:00,4,0,0,2,13.94,17.425,76,7.0015,50,270,320
10448,2012-12-01 18:00:00,4,0,0,2,13.94,18.18,76,12.998,42,255,297
10449,2012-12-01 19:00:00,4,0,0,2,13.12,17.425,81,12.998,30,219,249
10450,2012-12-01 20:00:00,4,0,0,1,13.12,17.425,81,12.998,28,170,198
10451,2012-12-01 21:00:00,4,0,0,2,12.3,16.665,87,12.998,23,135,158
10452,2012-12-01 22:00:00,4,0,0,2,12.3,16.665,87,12.998,17,130,147
10453,2012-12-01 23:00:00,4,0,0,2,13.12,17.425,81,12.998,10,116,126
10454,2012-12-02 00:00:00,4,0,0,2,12.3,15.91,87,6.0032,9,108,117
10455,2012-12-02 01:00:00,4,0,0,2,12.3,15.91,87,6.0032,10,84,94
10456,2012-12-02 02:00:00,4,0,0,2,12.3,16.665,87,12.998,2,72,74
10457,2012-12-02 03:00:00,4,0,0,2,10.66,15.15,93,12.998,4,21,25
10458,2012-12-02 04:00:00,4,0,0,2,10.66,15.15,93,12.998,1,6,7
10459,2012-12-02 05:00:00,4,0,0,2,10.66,15.15,93,12.998,1,7,8
10460,2012-12-02 06:00:00,4,0,0,2,9.84,12.12,93,8.9981,1,15,16
10461,2012-12-02 07:00:00,4,0,0,2,9.84,12.12,93,8.9981,5,26,31
10462,2012-12-02 08:00:00,4,0,0,2,10.66,14.395,93,6.0032,12,81,93
10463,2012-12-02 09:00:00,4,0,0,2,11.48,13.635,93,11.0014,37,135,172
10464,2012-12-02 10:00:00,4,0,0,2,12.3,16.665,87,12.998,63,230,293
10465,2012-12-02 11:00:00,4,0,0,2,13.12,15.91,81,11.0014,81,274,355
10466,2012-12-02 12:00:00,4,0,0,2,13.94,16.665,81,11.0014,111,409,520
10467,2012-12-02 13:00:00,4,0,0,1,16.4,20.455,71,15.0013,84,347,431
10468,2012-12-02 14:00:00,4,0,0,1,18.04,21.97,62,16.9979,142,331,473
10469,2012-12-02 15:00:00,4,0,0,1,18.04,21.97,67,8.9981,106,311,417
10470,2012-12-02 16:00:00,4,0,0,2,18.04,21.97,67,7.0015,85,358,443
10471,2012-12-02 17:00:00,4,0,0,3,16.4,20.455,76,12.998,59,244,303
10472,2012-12-02 18:00:00,4,0,0,2,18.04,21.97,72,7.0015,25,178,203
10473,2012-12-02 19:00:00,4,0,0,2,16.4,20.455,82,12.998,16,158,174
10474,2012-12-02 20:00:00,4,0,0,2,17.22,21.21,82,12.998,12,142,154
10475,2012-12-02 21:00:00,4,0,0,2,18.04,21.97,77,15.0013,8,91,99
10476,2012-12-02 22:00:00,4,0,0,2,18.04,21.97,77,12.998,11,85,96
10477,2012-12-02 23:00:00,4,0,0,2,17.22,21.21,82,8.9981,7,44,51
10478,2012-12-03 00:00:00,4,0,1,2,17.22,21.21,82,11.0014,3,18,21
10479,2012-12-03 01:00:00,4,0,1,1,16.4,20.455,82,8.9981,2,11,13
10480,2012-12-03 02:00:00,4,0,1,1,17.22,21.21,77,11.0014,1,9,10
10481,2012-12-03 03:00:00,4,0,1,1,15.58,19.695,87,12.998,2,6,8
10482,2012-12-03 04:00:00,4,0,1,1,14.76,18.94,93,12.998,1,4,5
10483,2012-12-03 05:00:00,4,0,1,1,13.94,17.425,93,6.0032,0,38,38
10484,2012-12-03 06:00:00,4,0,1,1,14.76,18.94,93,12.998,2,136,138
10485,2012-12-03 07:00:00,4,0,1,2,13.94,18.18,93,12.998,9,387,396
10486,2012-12-03 08:00:00,4,0,1,1,14.76,18.94,93,12.998,19,712,731
10487,2012-12-03 09:00:00,4,0,1,1,16.4,20.455,87,6.0032,19,289,308
10488,2012-12-03 10:00:00,4,0,1,1,18.04,21.97,77,8.9981,31,105,136
10489,2012-12-03 11:00:00,4,0,1,1,19.68,23.485,77,8.9981,51,182,233
10490,2012-12-03 12:00:00,4,0,1,1,21.32,25.0,68,11.0014,40,228,268
10491,2012-12-03 13:00:00,4,0,1,1,23.78,27.275,56,6.0032,81,240,321
10492,2012-12-03 14:00:00,4,0,1,1,24.6,31.06,53,12.998,51,209,260
10493,2012-12-03 15:00:00,4,0,1,1,24.6,31.06,56,12.998,58,210,268
10494,2012-12-03 16:00:00,4,0,1,1,24.6,31.06,53,8.9981,45,397,442
10495,2012-12-03 17:00:00,4,0,1,1,21.32,25.0,63,7.0015,43,665,708
10496,2012-12-03 18:00:00,4,0,1,1,20.5,24.24,68,6.0032,26,666,692
10497,2012-12-03 19:00:00,4,0,1,1,20.5,24.24,68,6.0032,27,444,471
10498,2012-12-03 20:00:00,4,0,1,2,18.86,22.725,77,12.998,16,284,300
10499,2012-12-03 21:00:00,4,0,1,1,18.04,21.97,82,12.998,14,207,221
10500,2012-12-03 22:00:00,4,0,1,1,17.22,21.21,82,7.0015,5,139,144
10501,2012-12-03 23:00:00,4,0,1,1,17.22,21.21,82,7.0015,9,93,102
10502,2012-12-04 00:00:00,4,0,1,1,17.22,21.21,88,7.0015,6,49,55
10503,2012-12-04 01:00:00,4,0,1,1,17.22,21.21,82,7.0015,3,22,25
10504,2012-12-04 02:00:00,4,0,1,1,17.22,21.21,88,6.0032,3,5,8
10505,2012-12-04 03:00:00,4,0,1,2,16.4,20.455,87,8.9981,1,3,4
10506,2012-12-04 04:00:00,4,0,1,2,16.4,20.455,87,8.9981,0,7,7
10507,2012-12-04 05:00:00,4,0,1,2,18.04,21.97,88,12.998,1,45,46
10508,2012-12-04 06:00:00,4,0,1,2,14.76,18.94,93,12.998,3,150,153
10509,2012-12-04 07:00:00,4,0,1,1,17.22,21.21,88,8.9981,7,495,502
10510,2012-12-04 08:00:00,4,0,1,2,18.04,21.97,88,11.0014,21,700,721
10511,2012-12-04 09:00:00,4,0,1,1,18.86,22.725,82,7.0015,19,317,336
10512,2012-12-04 10:00:00,4,0,1,1,18.86,22.725,82,12.998,26,130,156
10513,2012-12-04 11:00:00,4,0,1,1,19.68,23.485,77,12.998,24,183,207
10514,2012-12-04 12:00:00,4,0,1,1,21.32,25.0,68,12.998,39,273,312
